PRF,Duty_factor,Frequency,Radar_vel,Target_vel,Radar_alt,Target_alt,Target_rcs,Clutter_rcs_sd,Slant_range,N_pulses,N_targets,Target2_vel,Target2_alt,Target2_rcs,Slant_range2
62097.47695,0.058456203,8698550015,53.19713341,193.96883449999999,1291.394184,3836.5763549999997,58.24511501,148.1791692,42.67562618,128,0,278.9127589,7799.099804,57.50530251,53.55528131
66230.1653,0.479719121,8203999738,72.78014698,59.50092819,1207.764209,8089.689283,41.18343943,114.7049504,13.77711718,128,0,196.557255,2593.054211,45.89575269,13.85301108
51771.61236,0.315658201,5223758153,231.7854634,181.7399117,1887.37721,9807.409386,47.82306654,119.96393400000001,50.83013234,256,1,198.6518819,3066.849605,73.43968695,38.93222233
57746.3045,0.490531596,9527622910,52.81061884,50.92027459,4383.610812,9803.234548999999,96.96799588,123.1997293,50.930265399999996,128,2,147.71255209999998,2029.328609,85.52457134,29.17226423
51310.859410000005,0.469712261,7864343010,65.0794944,130.96986090000001,3950.903032,4826.023969,12.76235331,192.228774,46.82668847,192,2,181.574974,5287.555153,97.72149761,77.09832329
53810.137039999994,0.298528528,8423923266,264.3878233,283.6897072,1041.769915,5270.471038000001,54.36424532,198.9042991,50.2279132,64,0,298.441105,4832.9521429999995,30.93578766,59.25921491
78510.05035,0.286865731,5596014547,235.99240669999998,238.84129680000004,1144.791755,6054.489796,75.04170774,166.66910239999999,61.65624593,64,2,54.01716087,5909.996171,15.80449429,46.33756461
61718.797770000005,0.43951557,7939379052,294.6966573,103.29000009999999,1180.774619,2107.818704,48.24911448,122.73319779999999,58.04263734,256,0,167.3725013,1886.7510730000001,38.83881278,96.98773422
51571.1376,0.285513154,7229694823,83.01068441,68.2932683,1658.6531710000002,7919.557048000001,35.1216487,190.7082738,76.33997317,192,1,70.55636043,4753.963965999999,25.93617113,16.71014904
73209.25087999999,0.39387230799999995,8466401736,182.61791519999997,295.234913,4538.6240259999995,4932.534496,99.23092687,180.02408469999997,78.58899844,192,0,124.25555929999999,8946.546213,30.69526324,88.34111074
50856.87455,0.47403277299999996,7062913747,85.14166658,185.6492695,1123.664041,6072.1897579999995,91.45161905,110.7163576,97.91970378,256,2,86.61607026,5085.4112829999995,10.56282365,35.59711334
53679.464589999996,0.348770853,6198794876,115.12937649999999,272.87658700000003,1311.148794,9671.749198,74.45638179,144.4799956,34.42905462,128,1,299.18087389999994,9435.276918000001,63.92553272,22.53929908
66611.77885,0.43266406399999996,9706717425,77.26267313,72.13983882,1987.8740260000002,2794.793967,58.03902421,123.9455163,63.86572642,64,1,92.19277359,6584.071851,92.90201973,33.99916831
50489.14725,0.37325182100000004,4408257207,81.37512435,69.45642135,1078.099076,9008.04528,89.12606906,194.0383984,93.26367448,128,2,97.03496851,3434.8342060000004,39.74500489,11.75603552
82156.95635,0.45002878,3891986372,148.487971,119.117352,4260.94333,9122.609345,96.68370412,193.2346556,78.64225519,64,1,180.19977980000002,9857.954614,83.36161812,47.69304409
60386.85276,0.460501793,1166715923,118.2948919,60.75315293,5395.225590999999,9283.794689,93.41051845,156.953583,85.73915811,256,2,127.990851,6095.641157999999,94.40956029,14.59930206
83451.54918,0.45933732899999996,1005052487,71.30169469,62.19087768,6378.2527740000005,3493.9312,73.81557931,134.3680221,95.24794991,256,0,139.13161630000002,1079.889835,30.88749364,65.65580493
80254.94997,0.48014900899999996,1181158094,51.03827656,58.13114388,3636.9441060000004,8542.652278,13.53350313,140.42007890000002,89.10172203,128,0,67.07411015,8998.671347,32.50997989,94.86715807
51062.24204,0.400347238,1041202888,68.98825589,83.80242992,3171.9129190000003,9515.926384999999,99.37096915,150.9677475,61.97206170000001,64,0,269.1796672,5316.597763000001,92.45984801,81.82885093
64695.54897,0.296350992,2335821924,77.5978646,119.72450239999999,1029.803199,8537.161415,20.49655007,145.4092561,98.88891067,256,1,213.87123709999997,4515.557143999999,33.38097242,96.21039814
64766.22325,0.46744991799999996,2418303541,73.63727734,183.1943684,1507.174017,1625.610417,39.39284517,165.5500404,77.95507958,192,2,238.94725099999997,1569.911858,18.31467459,96.47105162
52253.578519999995,0.481817803,3489660614,123.1000334,290.83374269999996,5166.5285969999995,3997.461483,25.16203601,143.3879044,93.75201444,128,1,254.6018954,9235.496797,81.73397395,17.59484266
71316.82616,0.368242945,3256836346,100.192808,54.95453635,5182.155847,3993.877629,48.57520307,198.82389019999997,97.1341357,192,0,266.0133185,6694.485215,11.67772627,98.42665191
65053.07588,0.49933078399999997,5587061304,137.4144464,204.7727411,4625.782693,4050.877432,91.72368706,179.6818258,92.39519819,192,1,59.54227419,9729.935577,43.09962433,39.95869297
62731.69301,0.19729298899999997,2641320574,96.32622534,55.39835694,3772.857863,2291.834069,22.55476875,184.2127359,72.32010797,64,2,287.0196295,7476.021390000001,95.11986413,38.64965966
52344.0259,0.330925772,1616289611,163.6725162,286.6821501,1982.901775,3490.412846,73.82749903,170.53407280000002,10.25730068,128,1,285.3067187,4775.73337,13.01477778,21.80978615
80173.56653,0.49818524700000005,2029400119,235.2248997,297.35544889999994,1125.254839,2877.1728399999997,86.13667261,122.0413433,57.4081823,64,1,67.90752168,7717.574766,26.69785251,74.64423048
66225.88059,0.484203626,4630650133,195.9057543,136.983486,5441.53507,9984.106624,51.53458212,195.04332250000002,12.29545588,192,2,268.9816361,6458.404775999999,15.49200382,38.22366397
58445.53684,0.486837068,4879698609,212.177077,261.2978615,6507.956746,3373.500318,72.19205249,166.4370354,48.51501661,192,0,198.4264878,1782.794161,47.14066616,95.99119426
56649.694110000004,0.166806027,3217715025,61.11173495,53.21354923,1409.1301460000002,8317.080093,79.62218587,178.9344391,11.59116038,64,0,282.0348184,9764.223391,36.66790515,13.60297978
71467.75203999999,0.40427501,2138560951,122.39491299999999,73.03046805,5023.197541,1644.7302,57.31844282,199.3984249,10.76928644,256,2,125.72551999999999,2796.726244,57.97637542,15.45016071
53630.83202,0.27640453,1049489211,72.3165423,66.39476667,6510.913616,9319.4865,92.31342118,194.6918123,69.25620237,128,2,256.02862930000003,5024.349743,96.45206385,65.99291853
69464.06603,0.361608531,3584091408,107.9587723,138.1113553,1253.846538,1308.840137,62.975250100000004,194.3247504,48.68607539,128,0,263.8569653,2483.8632420000004,89.22838493,18.29903914
63767.626260000005,0.38360961299999996,1698102565,204.57905319999998,269.0344543,1366.07744,1640.054306,97.04479674,141.1754255,17.0487945,256,0,84.15827056,2821.917305,82.82415788,23.25783803
59509.67137999999,0.437599597,2028218728,107.21620109999999,264.0317732,1354.230175,2105.712867,89.52759409,185.2789092,12.26666199,64,2,256.0837304,5398.591236,17.85548859,27.076433899999998
67713.25958,0.34331577,1934158159,173.75512849999998,284.4758695,1226.815738,5702.485662,52.94070045,147.4909931,41.152370700000006,256,1,126.493352,5670.7365039999995,73.1828973,64.70680858
52701.04585,0.324558109,6262508561,90.82116464,164.33748909999997,5879.81341,9260.46232,87.45031879999999,153.049146,11.56243799,192,1,207.06714530000002,4389.224047,70.68529736,12.41461944
70684.37137000001,0.347988494,1148997338,142.9863669,58.21127492,1560.701082,1499.002897,91.89002342,81.61574758,73.00652438,128,1,246.93343680000004,7654.5042730000005,39.42197642,56.79920179
67556.39953,0.320674758,1365381739,109.89301699999999,267.0983139,1477.8047119999999,1091.172025,37.49692918,89.15339213,82.09290618,256,0,129.7338596,6776.300845000001,67.62697849,92.49915615
75491.6461,0.418281671,1177886097,101.1789781,276.42019960000005,3224.2634829999997,7628.396851,15.46851156,55.26879123,97.81096932,192,2,195.371474,5641.500405,60.61697369,42.55060512
76257.69056,0.45693945700000005,2627936584,126.2394864,150.11166,1048.7097390000001,7767.364422,99.74570035,61.80941368,70.81225764,192,1,173.7785491,3759.508768,10.49875045,21.64797676
79088.15899,0.49149097399999997,5203052099,70.65807068,146.05511380000002,1499.1012449999998,6963.613318000001,43.26826044,119.29590490000001,89.89664133,128,0,54.03988436,8573.991309000001,91.81309604,90.43585215
67316.67597000001,0.271461055,1037885692,132.81797859999998,219.04244369999998,3343.7174489999998,1685.1796149999998,34.82113053,119.29986059999999,90.38897826,256,2,130.9923258,9129.349247,92.04290215,45.13758427
52586.71286,0.459485374,3488031980,164.3086253,92.18062256,1586.959241,1971.464898,62.32749241,113.5598733,71.60893243,256,1,264.77252680000004,9330.908523,25.24323257,61.9650244
58712.0377,0.24566826100000003,1449140411,52.02557845,291.1486528,1590.049567,1520.842398,62.12665249,78.07270042,53.3515157,64,2,54.37153169,8751.890158,64.09998145,28.76491234
51289.18217,0.387338215,4306703685,53.92698742,80.88862881,3074.837537,3906.7679439999997,99.09923194,107.7111725,80.42971482,128,2,62.445683100000004,6024.440436999999,47.38545764,80.0571595
55501.55293,0.39327607200000003,1997438196,154.35492649999998,73.47957988,5837.40117,3725.6975729999995,75.00863715,130.9291951,92.40834088,64,0,121.76686399999998,9848.035125,24.7012497,40.63893045
64882.08742,0.470476616,3849580893,148.7375272,93.4915252,2030.621132,1655.185541,39.019569700000005,88.85922822,71.19858961,64,1,222.3137516,1934.909097,50.60575064,82.34311279
51288.757639999996,0.47601833,1683383394,117.0611884,96.46801079,2796.745259,8448.752586,56.17773979,62.64225839,54.36573513,192,0,143.11211730000002,8311.465268,70.0046005,94.88328095
59264.6522,0.463466923,2789306867,189.0139833,253.2192139,1079.658439,2104.5876559999997,27.738206800000004,177.8383615,70.04236233,256,2,180.09577769999999,5722.642408,58.56478961,19.6092158
61498.65166,0.481064261,1069837547,206.9761752,116.24620719999999,1090.112646,9551.134593,33.30634955,77.71272835,74.50221659,128,0,134.77360900000002,9492.354265,59.23853234,13.19708774
58418.88055,0.356028409,1754639378,211.28902909999996,138.27197959999998,4001.2323130000004,6313.936587,94.22870696,135.1245824,87.66812749,192,1,282.3923312,6984.015118000001,58.39108978,31.01995981
50332.34499,0.189040189,1480545015,183.079844,285.6555452,3625.365342,6184.706547,51.86338674,160.1512401,80.47692174,256,1,294.1016606,7474.1554129999995,80.20369245,32.63121275
60733.4298,0.33577766200000003,2005511989,175.26575390000002,299.95176760000004,2018.145077,3511.161207,92.34485323,133.7483149,99.5590839,64,2,129.56928770000002,4379.964342,90.75235369,74.12833124
63165.60446,0.476538845,5538623372,282.3585922,83.76976549,5695.1002659999995,4773.751333,66.41546341,130.66134499999998,71.31930115,192,2,243.1079972,1911.297357,37.14395996,11.31168276
51222.30093,0.38283113700000004,1068738231,211.2239,67.50730971,1254.1209509999999,5040.548745,61.65865638,181.7094406,70.93903743,64,0,255.1613179,6901.940423,12.48879863,11.84051223
55510.26707,0.425002101,1153344978,174.947799,117.5290997,2227.0644469999997,6315.541793,15.92436982,111.05247450000002,61.9650244,64,1,222.41138790000002,5825.511574,62.08610043,40.06067516
51580.7117,0.380821949,3100551981,220.86173349999999,131.575347,1010.319917,9513.624812,31.21396187,190.86485919999998,91.28281981,128,1,135.065113,8566.983598,11.41982447,98.73353838
65442.91951,0.249938551,1172357316,151.1564697,199.3333843,3601.827675,7541.659259999999,46.26606723,151.1442403,97.66648246,192,0,71.62786967,1637.3663210000002,20.10376061,47.95691113
58776.90496,0.389655384,2673573279,241.0238732,295.8394847,1483.932282,1063.245288,48.03865883,196.85994680000002,96.92834485,256,0,212.5006978,8983.562047,87.97099177,14.73010003
74826.69501,0.48596992200000005,2596117711,212.22588230000002,133.07499270000002,1204.113473,9215.082595,76.93447484,133.10446340000001,99.11214661,128,2,117.7307887,7011.1327599999995,26.84899721,60.93965172
53162.73645,0.459765284,5848317646,241.97689390000002,146.21456719999998,4659.782611,2250.522836,16.66554758,93.48442402,12.79274055,192,2,57.32521899,5711.997701,56.48926746,74.83514921
59768.220610000004,0.043165418,8980060174,164.55268049999998,283.0288411,1681.1099399999998,1147.759256,97.26100641,105.0820361,43.32127359,64,2,149.3279677,5553.214227,69.61565798,78.61152342
69730.58431,0.33712810299999996,6050969743,268.28603730000003,277.12360789999997,1540.023665,4388.859015,48.36146806,65.45465442,42.89978789999999,256,1,297.4153766,6291.557142000001,76.39622407,40.28931539
76533.31305,0.359031104,9173349682,265.63141740000003,164.0349901,3008.8911399999997,5898.411607,54.94898977,90.17457101,40.9862624,128,1,183.5391899,9780.353922,71.67104122,42.5663391
65563.10672000001,0.458593181,5181013221,298.5490586,204.71712419999997,1952.9351170000002,6400.478026,54.23477853,60.96696559,65.43473254,192,0,169.6603036,4866.654826,83.71573134,37.62269691
52329.03797,0.291362108,5740776332,271.9201066,73.77857285,3914.313472,4232.0914649999995,37.57635847,116.4678429,59.64213395,64,0,254.23008289999999,7283.179015000001,49.0556243,88.05529262
52113.01339,0.49384735,8490297638,227.9619687,85.93451691,1705.783422,5368.425762,57.97637542,61.91856361,45.39995669,256,0,205.6356626,2432.030489,55.93373286,67.87906997
51962.52681,0.38724509700000004,9369291300,129.3220324,296.68172749999997,5487.811192,3978.627373,16.08048413,132.3828987,42.82403071,64,1,291.2968816,5087.8431359999995,58.87006417,58.63097238
52540.79244,0.292605079,7996724135,184.04189319999998,259.0929747,1498.361851,4614.163902,94.69217186,117.8758548,55.78926331,256,2,258.27225330000005,9863.671387999999,77.07724323,70.88176515
52076.47132,0.38154776799999995,8635885480,154.97020769999997,235.85220180000002,6406.416688,8347.650125,12.84429955,92.87063438,33.59147735,128,2,218.334061,6315.924726,10.64451296,93.72960072
59414.968239999995,0.428264336,9136907436,214.7145366,117.24581670000002,7408.930778,7750.551044,89.4206978,118.53181940000002,23.89869647,192,1,156.3905342,6987.204527,70.93361814,63.28317829
53039.613639999996,0.40151492,7126341710,241.46063880000003,68.76657927,7569.489782,1547.0179660000001,26.24398638,54.47908433,68.29033847,128,0,73.69052637,7140.778212,19.59174824,60.79628384
50641.98591,0.32187909,8690812522,225.16294059999998,63.58739516,1915.418602,5378.706719,99.51858270000001,128.116072,18.3446628,64,1,77.26812687,9896.422252,61.89762382,77.27659653
52075.26845,0.391796131,4764536590,113.2036405,58.81091952,1245.11931,7354.615697,93.91087102,141.4998553,28.39230228,128,1,254.25249190000002,1595.820395,87.44814076,10.22141008
54449.430120000005,0.445366383,8029282057,147.78673500000002,141.0740029,5424.052739,5428.958958,17.68137591,51.90042845,63.09456731,64,0,74.13178909999999,4012.5169630000005,14.59044481,50.49461408
80769.51952999999,0.391402901,9282567899,62.06814055,274.8252623,2778.527979,2360.905793,88.54941165,129.93859540000003,34.76330588,128,0,76.08037556,1006.999818,80.3808897,22.70664501
54325.15905,0.289008234,9906185409,191.4735763,70.96165718,3441.322267,1623.8356119999999,10.61788112,50.45057721,56.61516458,192,2,100.2564118,2784.370687,79.03321263,43.94785965
64195.52092,0.48833329299999995,9218826480,54.5687694,57.44091206,5267.689976,6814.912486,84.03167663,103.7488069,11.61827969,256,2,166.0983369,2270.363023,26.45263169,72.30174477
51410.75536,0.32411632,6126055947,52.23108116,163.14897539999998,3268.067673,6114.9190960000005,15.85257889,61.96170564,29.14494255,256,1,59.99467567,4467.261936,37.41058168,41.15412485
68296.33541,0.492295893,9192093257,132.813146,221.287012,2554.285735,1266.6874779999998,66.21570453,50.81387515,19.41952021,192,1,295.21106380000003,9382.424749,11.82613148,83.12911999
51499.04018,0.366576185,9546193516,236.9902837,267.2508461,1383.722091,9119.932837,38.03478311,53.24334265,29.38404655,192,0,149.9868563,1148.28235,91.51935350000001,88.30569416
57536.00001,0.333076476,7166174996,161.54119609999998,257.36019869999996,1135.6793630000002,8639.635771,80.11064158,67.54159877,65.07353453,256,0,139.4640989,7109.053865000001,38.02654615,18.51398559
50562.18465,0.49729029799999996,8425241483,64.64712828,287.2354563,2296.2199769999997,8370.005767,91.81501905,111.6203732,58.10222061,128,2,78.14425754,2100.828194,86.13667261,94.2802872
61779.95394,0.300328165,7640752925,57.70274501,296.6064692,4696.414418,2181.869131,23.79076061,102.790405,62.82808579,64,2,266.49386830000003,3924.066508,56.54963784,62.87863537
53615.64277,0.490920949,7656482483,234.5085634,177.3885355,1481.565891,5777.031475,36.82603633,87.69464971,78.92857589,64,0,276.391728,4236.580515,13.29410892,66.1807691
70551.11138,0.30455742,9020544698,123.2386809,208.66984119999998,1618.267638,5754.0888350000005,14.34786455,100.66681690000001,71.78908063,256,2,207.2042689,8099.52266,76.05423509999999,13.22295258
50463.5323,0.40851066700000005,6656386736,121.8770206,163.7711865,2277.199736,1796.317841,56.67403712,56.11192286,97.91050496,64,1,109.23651670000001,9363.301972,50.99080554,55.09523863
76228.47257,0.49224569100000004,6417074958,178.2318188,152.13457769999997,1755.0730260000003,1254.270268,73.47539188,64.86708635,59.84144712,256,0,122.22890670000001,9208.161553,43.99871572,99.53093087
69735.27024,0.47730647600000004,7760628259,170.86524519999998,68.65652392,3441.662006,9189.13703,54.045858200000005,62.51856503,71.47232070000001,128,1,240.65378650000002,1813.794439,75.28530634,72.214807
56608.70846,0.312175093,9304156767,123.7603346,99.1264535,1111.449865,3343.95037,34.26088543,142.3517076,98.58177062,192,0,157.2370542,1858.1569739999998,19.0691898,60.60759933
64580.452170000004,0.352292131,9225464428,84.52334541,239.2922466,1428.851836,3803.188108,92.29297165,72.36382178,91.90800719,256,1,290.09586010000004,1194.245991,60.40837560000001,49.18272617
77284.00186,0.252930886,4821920788,113.92277990000001,165.28960130000002,4826.170643,2794.009064,34.72133332,66.29924071,98.90905759999998,192,2,138.4513026,2796.683402,21.42132078,34.32204638
64205.10625,0.44665241,9482203741,211.41996290000003,208.9622604,3486.94253,5615.108564,80.75544797,51.83156613,77.64886763,192,1,73.81919846,2004.2280449999998,52.25603545,58.86661793
71517.35893999999,0.46385192799999997,8347372434,126.7788132,233.93924480000004,1298.3497519999999,4063.818279,10.41450987,50.1579575,88.08040388,128,0,66.44496618,2812.053389,37.33957272,77.50117484
66469.56176,0.31112533600000003,5493439904,252.65462599999998,175.79136499999998,1518.757615,8136.268139,21.00879203,74.53910601,97.21368442,128,2,154.8922339,2877.557184,93.60381125,14.84379271
59079.85022000001,0.332244305,5874396788,77.31703743,216.1224318,3274.557455,8342.676338,99.44362314,108.71638349999999,99.01824472,64,2,222.02539720000001,9521.312904,71.69330832,35.47397211
96156.40179,0.302143915,8561338240,71.82930335,258.9057575,1372.177636,7015.1979790000005,22.247692100000002,53.94183119,98.27990297,192,2,265.4007918,4154.183646,44.16646538,92.19349172
76255.96101,0.013022478,5438803114,51.46712013,76.69341368,1215.320356,8889.962726,95.82789861,112.0272011,85.45535327,128,0,57.89468993,9164.059234999999,28.80448516,49.07865666
88561.25065,0.043756582,7203457876,129.8438195,119.33667120000001,1999.3406280000002,7087.963489,96.61551014,98.64824176,96.24365694,192,0,126.4015188,2174.0460000000003,38.53422038,88.44704875
88840.65908,0.143739031,8627877158,55.15824191,175.77797780000003,1441.090117,6457.284356,12.28507162,136.3232967,94.37855754,192,1,61.87439574,6879.413528,82.68592453,46.62298379
66536.69094,0.314947084,9684872062,98.22485325,53.52285652,3307.60355,9113.10924,30.88749364,55.5926677,52.21943394,128,1,221.6646937,4512.852583,33.78574043,21.53144274
80935.53757,0.25847134899999996,6449005640,62.64442356,53.06721828,1824.491405,8200.636177,46.07648837,60.62077911,53.99236456,256,1,229.27401060000003,1146.4066480000001,97.70489724,97.41090139
67145.35456,0.15355263,5793304978,90.29593903,243.26417790000002,1155.692483,6219.621547,98.47907459,52.58765003,70.48498506,256,0,130.5549826,4909.433556,98.07080757,46.44505859
90889.55683,0.209800193,9995024938,147.07911830000003,73.99928333,1920.205146,8425.017093999999,27.00443101,118.84549059999999,64.17530065,64,1,252.3733025,3493.7384020000004,10.22057986,77.31674108
57941.552939999994,0.024901702999999997,8780462743,93.59751653,180.3909159,1415.914444,7505.165526000001,91.55893554,90.06010173,64.21611594,64,0,277.9391828,9099.300655,11.56238334,36.94086484
98338.52286,0.28586141600000003,7346921068,113.6087221,207.2569489,2754.622132,6043.694291,12.17827018,76.74162281,75.12422579,256,2,118.6830028,9343.604968000001,31.32952001,35.7415901
98883.2023,0.16003020699999998,8011769138,132.4529966,177.6477514,3688.654632,1154.769251,49.01195444,54.64237588,99.75728543,64,2,280.54632660000004,3672.8408090000003,44.63193963,83.59119752
94737.29234,0.049718409000000005,9559171818,81.85937085,233.2197042,1355.710312,6713.407359000001,56.48926746,84.96811641,71.35820537,128,2,184.7970535,1920.947077,76.86955842,93.26568599
70742.76045,0.473805233,9107780790,73.14259157,112.41708670000001,1901.2931190000002,5189.477701,57.96861933,53.79383642,99.43208816,128,0,182.1857845,3213.988267,76.61715158,14.27003897
97765.27071,0.37417765700000005,9073435389,114.06243970000001,135.065113,1045.166661,3166.777215,73.06212395,71.26563032,89.86431969,192,1,175.6113223,6114.9190960000005,89.10480377,67.52288068
71220.25629,0.363064847,6020291879,57.02294252,89.71946999,2113.2762420000004,4928.35711,54.45568689,111.7875294,67.87906997,192,2,196.43679430000003,6383.713304,22.20166555,63.34907971
72058.24515,0.188897171,9529093347,67.58494845,194.5455899,1450.273613,1310.980884,89.65394961,69.3596277,96.45271226,64,0,140.22475780000002,9242.65442,79.15738236,24.42458526
52243.332630000004,0.46034992700000005,9384011357,70.10293161,61.29666199,2097.205939,6315.268219,42.68441525,66.10118096,31.78116663,192,0,206.635257,7406.006773,82.39791719,11.39938756
85336.67876,0.480516083,6229633743,102.99686240000001,219.8547946,1590.4657359999999,9475.012078,67.66843325,51.66838186,24.78183153,64,2,59.06432408,1593.9965619999998,25.71190443,68.74990745
53586.76177,0.300307975,5231934661,119.4906844,294.5744545,2939.780398,9238.935306,90.11719046,63.51129093,53.16579336,128,1,62.30831344,7596.966394,83.4473728,14.72056889
79942.0737,0.481965972,9697458570,159.5286835,223.16277569999997,5173.894949,5116.670271,94.11835231,87.58286293,80.31634597,256,1,199.52455590000002,9782.026244,35.06896712,73.58775593
50404.87761,0.205451827,3556625020,83.92986021,292.51900889999996,1677.225469,7729.769840000001,69.32619646,60.45432578,91.29513595,256,2,221.86294590000003,3931.331688,11.80041261,50.01433588
86533.317,0.383763764,8388214294,55.16965414,280.3194569,1671.167089,2541.9720469999997,53.49893497,54.36018289,90.77688607,128,2,254.04537709999997,1244.3970199999999,88.22431022,75.69796924
52583.906689999996,0.10266900400000001,9119771280,102.0106422,291.2154018,4272.812686,1212.316791,15.6658576,57.28494447,74.86116071,64,1,286.45283919999997,1216.518241,96.94599735,90.95989193
80185.80056,0.31972893399999996,8722389676,72.61790621,115.66697169999999,1238.624307,2024.519699,20.12451907,61.13825918,79.00485906,256,0,210.13154649999998,7052.7240010000005,40.91771911,55.4391405
63055.29381,0.35443886,6385470644,299.6252947,58.08088396,7301.377455,9926.095343,12.79455088,75.85923292,63.76957299,256,0,80.06121178,1162.5430609999999,85.62648396,72.74078758
72786.40019,0.343780305,7167938113,146.4588914,289.5130878,1626.747165,1784.3504829999997,77.01216170000001,97.02035932,92.59499048,64,2,52.55935571,1985.679114,89.65394961,78.84328287
54128.13396,0.34292994200000004,9410219784,291.9836289,67.25112367,2729.432497,5462.378970000001,30.17964351,93.11760889,64.88726308,192,0,132.5134354,7074.367836,38.3828751,60.03192283
59101.45865,0.498497801,9959074979,142.64927509999998,283.5274209,1617.80034,1239.563988,83.97300038,58.56936654,60.89732039,256,2,223.54795890000003,5910.684485,41.25059027,34.76330588
59947.44712999999,0.24985672899999997,9298710343,235.4481708,127.5445663,1000.441815,2052.4059030000003,93.71346171,89.93917347,95.07009495,256,1,268.4747883,7459.933292000001,89.82176724,70.62767613
57970.64057999999,0.42259952100000003,6594773204,208.1964881,115.89349479999998,1315.586854,5520.495467,97.71227809999999,112.82656850000001,55.22105975,64,1,223.3872384,4170.820697,71.40010607,89.54216791
73998.23099,0.45534475799999996,7440754192,237.1913241,261.8056502,1955.209186,3967.7801090000003,91.73842934,68.36370941,79.56288075,128,2,166.8086732,4452.595703,69.94521373,26.03020987
52757.05653,0.454171716,8596600686,197.9862706,231.22917009999998,3561.327139,1575.045318,91.61805236,55.63603849,31.34278631,192,2,244.65867000000003,9381.008156,47.30051134,65.57694599999999
65587.24435,0.494909627,6985978249,200.9612739,79.64888524,5165.727959000001,9745.621568999999,99.1383213,63.54525013,83.34649706,192,1,148.6316909,4595.417456,87.40207725,10.85542175
60230.77737,0.363209395,8830660251,268.6002851,113.70070890000001,4640.357284000001,8810.364905,35.02878518,50.3138432,47.63904438,64,0,77.62807986,5580.109977,75.13195576,11.61827969
64001.21936,0.348040457,9061867502,266.12339449999996,241.7080946,3637.548761,1848.2545890000001,72.05301034,56.74295466,18.95718027,128,0,117.0355227,1724.3173809999998,87.69683169,90.3293137
69266.11432000001,0.49979244,7401992642,241.95133289999998,126.52420749999999,2511.300173,9407.797931000001,95.35958952,99.49931768,16.80628678,128,1,261.6564175,4577.8844149999995,48.69328511,64.81845886
63081.38334,0.405870458,1074029723,244.74932880000003,283.7727981,1475.762038,6585.257951,30.94125003,188.40088559999998,83.82203541,64,0,54.84319506,5245.045947,41.52983813,36.04084907
55658.4178,0.386756159,2093996863,189.89933190000002,116.35447509999999,2574.6432,9309.654867,41.78212599,197.1998372,72.3394397,256,2,264.99897059999995,7397.509359000001,59.78012825,12.12633551
51406.966980000005,0.36750288299999995,1726576913,259.361033,56.32895108,1704.209411,5062.93627,95.65621048,199.01932130000003,41.51500005,256,1,193.94706100000002,9958.377674,38.37294392,54.86881686
55594.64905,0.48924391100000003,1160508316,293.48128230000003,160.4987732,1334.412988,3643.568079,26.53509587,185.02887040000002,89.85845816,64,2,178.5627114,3814.709415,74.08825863,93.35391304
63322.51018,0.456317189,4164151555,286.55963210000004,277.3792157,1522.177275,6050.047189,91.51935350000001,146.587196,64.58425001,192,1,61.82204477,3438.5780950000003,10.42514335,87.98173773
60757.992529999996,0.414379166,5630828776,166.75334740000002,64.97387438,1424.86308,1598.9661429999999,68.67198014,134.7992783,51.73657554,128,0,196.20927749999998,7702.825076000001,94.93072015,84.37636615
63081.62325,0.302198932,4887048719,207.4033902,296.8513943,3412.3354679999998,6651.538861,66.73109459,192.3625064,99.52915304,64,1,178.35171200000002,5127.575976,28.61466565,55.6359639
65184.75025,0.496964797,1147779552,182.48044730000004,200.482406,1347.427414,4679.589815,12.654475699999999,199.8788017,75.45179041,128,1,137.823668,6277.423232,78.20248651,98.09232207
51463.88953,0.43440931299999996,2056314642,287.21576400000004,63.62649364,1789.523666,6079.068147,76.44271865,126.3953636,51.58433667,192,2,179.00492509999998,9408.638932,67.67815905,60.69818567
66868.64541,0.317128776,1634572924,221.954012,216.96335730000004,1679.6844879999999,3032.3817280000003,36.262562100000004,189.58233869999998,59.33131284,192,0,197.28098310000001,1765.0688469999998,20.25013193,51.29272206
55578.052520000005,0.35328258,1226820831,268.3281169,271.0932977,1477.073029,6399.845069,11.76575335,154.54175680000003,58.65712501,128,2,298.7328809,2318.506774,19.57693132,87.23635096
51970.08686,0.396829235,8835331142,285.06060049999996,69.97158131,1328.4852640000001,7348.153554,54.89202091,128.7253196,19.83346625,256,0,232.21108700000002,8571.265685,68.57094120000001,46.547582299999995
56802.190010000006,0.477183285,3834196272,68.0825105,178.35171200000002,2261.232697,9524.681306,91.54576911,107.7776709,94.64022845,192,0,83.77870702,4029.914207,31.27044509,14.56213804
51813.86877,0.127197341,1442187733,298.94291089999996,207.5038474,4735.606737,2938.14079,96.29988488,53.85451219,96.97437086,192,2,299.78542819999996,1783.554281,96.29988488,62.74389109
50722.82093,0.496883681,2166992768,294.0728053,122.6541854,3100.117679,6396.566896,84.93360817,106.673032,66.25613193,64,0,76.31141953,2463.98498,15.85257889,77.17371867
50112.06692,0.480493391,4201827198,261.4658497,110.47278829999999,3983.784001,2841.9536129999997,28.86871243,90.61594128,99.93296442,64,2,116.66636570000001,1266.889713,13.22697269,34.45957712
